mem_no,ord_no,ord_dt
1928,23190,04/03/2024
1928,23191,10/03/2024
1928,23192,18/03/2024
1928,23193,08/03/2024
1928,23194,13/02/2024
1482,23195,02/01/2024
1431,23196,23/01/2024
1431,23197,09/02/2024
1431,23198,08/02/2024
1431,23199,26/02/2024
1431,23200,29/01/2024
1431,23201,15/02/2024
1431,23202,19/01/2024
1431,23203,08/01/2024
1113,23204,14/02/2024
1113,23205,23/03/2024
1113,23206,18/01/2024
1113,23207,11/01/2024
1113,23208,14/01/2024
1113,23209,27/01/2024
1113,23210,22/02/2024
1113,23211,21/03/2024
1113,23212,24/02/2024
1113,23213,21/02/2024
1113,23214,03/03/2024
1113,23215,02/03/2024
1113,23216,16/02/2024
1113,23217,16/01/2024
1113,23218,30/03/2024
1113,23219,16/01/2024
1113,23220,08/02/2024
1113,23221,26/01/2024
1113,23222,04/01/2024
1113,23223,13/03/2024
1113,23224,09/02/2024
1113,23225,20/03/2024
1113,23226,20/03/2024
1113,23227,07/02/2024
1113,23228,14/02/2024
1113,23229,15/03/2024
1113,23230,30/01/2024
1113,23231,22/03/2024
1113,23232,15/02/2024
1113,23233,25/01/2024
1113,23234,27/03/2024
1113,23235,19/01/2024
1113,23236,20/02/2024
1113,23237,02/02/2024
1113,23238,02/02/2024
1113,23239,14/03/2024
1113,23240,31/01/2024
1113,23241,24/03/2024
1113,23242,13/02/2024
1113,23243,15/03/2024
1113,23244,17/01/2024
1113,23245,27/02/2024
1113,23246,25/02/2024
1084,23247,27/01/2024
1084,23248,15/01/2024
1084,23249,20/01/2024
1084,23250,20/01/2024
1084,23251,03/02/2024
1084,23252,10/02/2024
1084,23253,18/02/2024
1084,23254,13/01/2024
1084,23255,07/02/2024
1084,23256,17/02/2024
1084,23257,06/01/2024
1084,23258,15/02/2024
1084,23259,31/01/2024
1084,23260,04/01/2024
1084,23261,24/01/2024
1084,23262,19/02/2024
1084,23263,29/01/2024
1161,23264,11/01/2024
1161,23265,27/01/2024
1161,23266,27/01/2024
1161,23267,27/01/2024
1161,23268,12/02/2024
1161,23269,06/03/2024
1161,23270,02/02/2024
1161,23271,18/02/2024
1161,23272,16/01/2024
1161,23273,08/02/2024
1161,23274,26/01/2024
1161,23275,07/02/2024
1161,23276,14/02/2024
1161,23277,19/02/2024
1161,23278,19/02/2024
1161,23279,30/01/2024
1161,23280,06/01/2024
1161,23281,19/01/2024
1161,23282,25/01/2024
1161,23283,11/03/2024
1161,23284,12/02/2024
1161,23285,09/01/2024
1161,23286,16/01/2024
1161,23287,18/01/2024
1161,23288,06/03/2024
1161,23289,26/01/2024
1161,23290,26/01/2024
1161,23291,24/01/2024
1161,23292,30/01/2024
1161,23293,05/01/2024
1161,23294,27/01/2024
1161,23295,27/01/2024
1161,23296,27/01/2024
1161,23297,27/01/2024
1161,23298,27/01/2024
1348,23299,12/02/2024
1348,23300,13/01/2024
1348,23301,13/01/2024
1308,23302,14/01/2024
1308,23303,27/01/2024
1308,23304,12/02/2024
1308,23305,26/02/2024
1308,23306,30/01/2024
1308,23307,25/01/2024
1308,23308,17/02/2024
1308,23309,22/01/2024
1308,23310,24/01/2024
1308,23311,05/03/2024
1308,23312,08/01/2024
1308,23313,12/02/2024
1308,23314,07/01/2024
1308,23315,07/01/2024
1308,23316,20/02/2024
1308,23317,07/03/2024
1308,23318,04/01/2024
1308,23319,28/01/2024
1308,23320,28/02/2024
1308,23321,07/03/2024
1308,23322,27/02/2024
1841,23323,12/01/2024
1841,23324,03/03/2024
1841,23325,24/01/2024
1841,23326,13/01/2024
1841,23327,08/02/2024
1841,23328,10/02/2024
1462,23329,21/03/2024
1462,23330,21/03/2024
1462,23331,15/01/2024
1462,23332,12/03/2024
1462,23333,06/03/2024
1462,23334,16/03/2024
1462,23335,16/03/2024
1462,23336,24/03/2024
1462,23337,10/01/2024
1462,23338,21/01/2024
1462,23339,07/02/2024
1462,23340,02/01/2024
1462,23341,04/02/2024
1462,23342,25/01/2024
1462,23343,04/02/2024
1462,23344,19/01/2024
1462,23345,21/01/2024
1462,23346,18/01/2024
1462,23347,26/02/2024
1462,23348,18/01/2024
1462,23349,08/02/2024
1462,23350,26/01/2024
1462,23351,04/01/2024
1462,23352,17/01/2024
1462,23353,30/03/2024
1462,23354,10/02/2024
1462,23355,19/03/2024
1462,23356,27/01/2024
1970,23357,03/01/2024
1970,23358,25/03/2024
1970,23359,28/03/2024
1970,23360,29/03/2024
1970,23361,22/03/2024
1970,23362,17/03/2024
1970,23363,28/01/2024
1193,23364,29/03/2024
1193,23365,17/03/2024
1193,23366,27/01/2024
1511,23367,27/01/2024
1511,23368,04/03/2024
1511,23369,31/03/2024
1511,23370,20/01/2024
1511,23371,18/02/2024
1511,23372,21/01/2024
1511,23373,21/01/2024
1511,23374,11/02/2024
1511,23375,21/03/2024
1511,23376,15/03/2024
1511,23377,15/03/2024
1511,23378,16/02/2024
1511,23379,13/03/2024
1511,23380,25/03/2024
1511,23381,02/03/2024
1511,23382,05/02/2024
1511,23383,20/02/2024
1511,23384,25/02/2024
1511,23385,02/02/2024
1511,23386,10/03/2024
1511,23387,07/03/2024
1511,23388,09/03/2024
1511,23389,09/03/2024
1511,23390,23/02/2024
1511,23391,11/03/2024
1908,23392,18/01/2024
1908,23393,26/02/2024
1908,23394,05/01/2024
1908,23395,01/03/2024
1908,23396,01/01/2024
1300,23397,22/01/2024
1839,23398,18/01/2024
1839,23399,15/01/2024
1839,23400,07/02/2024
1839,23401,11/03/2024
1516,23402,28/01/2024
1602,23403,03/02/2024
1602,23404,04/03/2024
1602,23405,04/03/2024
1602,23406,19/01/2024
1602,23407,29/03/2024
1602,23408,06/01/2024
1602,23409,24/01/2024
1602,23410,01/01/2024
1602,23411,15/02/2024
1602,23412,12/03/2024
1602,23413,31/01/2024
1602,23414,26/03/2024
1602,23415,05/01/2024
1602,23416,25/02/2024
1389,23417,25/03/2024
1389,23418,22/01/2024
1398,23419,12/01/2024
1398,23420,11/02/2024
1398,23421,11/02/2024
1398,23422,19/03/2024
1398,23423,15/01/2024
1398,23424,04/03/2024
1398,23425,12/02/2024
1398,23426,29/01/2024
1398,23427,12/01/2024
1398,23428,23/01/2024
1398,23429,17/03/2024
1398,23430,06/03/2024
1398,23431,24/03/2024
1398,23432,22/02/2024
1398,23433,18/02/2024
1398,23434,18/02/2024
1398,23435,10/01/2024
1398,23436,02/01/2024
1398,23437,25/03/2024
1398,23438,28/03/2024
1398,23439,16/01/2024
1398,23440,30/03/2024
1398,23441,26/02/2024
1398,23442,26/02/2024
1398,23443,09/03/2024
1398,23444,09/02/2024
1398,23445,11/02/2024
1398,23446,07/02/2024
1398,23447,01/02/2024
1398,23448,19/02/2024
1398,23449,03/02/2024
1398,23450,22/03/2024
1398,23451,05/02/2024
1398,23452,05/02/2024
1398,23453,22/03/2024
1398,23454,06/01/2024
1398,23455,01/03/2024
1398,23456,19/01/2024
1398,23457,14/01/2024
1398,23458,14/01/2024
1398,23459,11/01/2024
1398,23460,08/01/2024
1398,23461,08/01/2024
1398,23462,07/01/2024
1398,23463,04/02/2024
1398,23464,21/02/2024
1398,23465,19/02/2024
1398,23466,02/03/2024
1398,23467,18/03/2024
1398,23468,18/03/2024
1398,23469,23/03/2024
1398,23470,20/02/2024
1398,23471,02/01/2024
1398,23472,18/02/2024
1398,23473,21/01/2024
1398,23474,21/01/2024
1398,23475,27/03/2024
1398,23476,13/01/2024
1398,23477,21/01/2024
1398,23478,24/01/2024
1398,23479,04/01/2024
1398,23480,17/01/2024
1398,23481,17/01/2024
1398,23482,18/01/2024
1398,23483,05/03/2024
1398,23484,05/01/2024
1398,23485,14/03/2024
1398,23486,08/01/2024
1398,23487,24/03/2024
1398,23488,31/01/2024
1398,23489,13/02/2024
1398,23490,07/03/2024
1398,23491,29/01/2024
1398,23492,12/03/2024
1398,23493,23/02/2024
1398,23494,26/03/2024
1398,23495,26/03/2024
1398,23496,11/03/2024
1398,23497,25/02/2024
1279,23498,13/01/2024
1765,23499,15/01/2024
1765,23500,14/03/2024
1765,23501,22/02/2024
1765,23502,28/02/2024
1765,23503,23/01/2024
1765,23504,20/02/2024
1765,23505,13/01/2024
1765,23506,06/03/2024
1765,23507,25/03/2024
1765,23508,01/02/2024
1765,23509,05/03/2024
1765,23510,08/01/2024
1765,23511,01/01/2024
1765,23512,24/02/2024
1765,23513,12/02/2024
1765,23514,19/01/2024
1765,23515,10/01/2024
1765,23516,01/01/2024
1765,23517,01/01/2024
1765,23518,01/01/2024
1765,23519,18/01/2024
1765,23520,26/02/2024
1765,23521,02/02/2024
1765,23522,05/03/2024
1765,23523,10/03/2024
1765,23524,08/03/2024
1765,23525,18/03/2024
1765,23526,13/02/2024
1765,23527,29/01/2024
1765,23528,19/03/2024
1765,23529,26/03/2024
1268,23530,14/01/2024
1268,23531,22/02/2024
1268,23532,12/03/2024
1268,23533,26/01/2024
1268,23534,25/01/2024
1268,23535,19/02/2024
1268,23536,04/02/2024
1268,23537,22/01/2024
1268,23538,05/03/2024
1268,23539,06/02/2024
1268,23540,18/03/2024
1268,23541,24/01/2024
1268,23542,03/02/2024
1268,23543,04/03/2024
1268,23544,28/01/2024
1268,23545,13/02/2024
1255,23546,15/01/2024
1255,23547,08/01/2024
1255,23548,15/03/2024
1856,23549,28/02/2024
1856,23550,06/03/2024
1856,23551,18/02/2024
1856,23552,09/02/2024
1856,23553,02/03/2024
1856,23554,13/03/2024
1856,23555,30/01/2024
1856,23556,04/02/2024
1856,23557,24/01/2024
1856,23558,06/02/2024
1856,23559,19/02/2024
1856,23560,23/03/2024
1856,23561,19/01/2024
1856,23562,16/03/2024
1856,23563,08/02/2024
1856,23564,04/01/2024
1836,23565,12/01/2024
1836,23566,12/02/2024
1836,23567,02/02/2024
1836,23568,06/02/2024
1836,23569,19/02/2024
1836,23570,16/03/2024
1836,23571,26/01/2024
1836,23572,25/02/2024
1382,23573,24/01/2024
1773,23574,01/01/2024
1773,23575,18/01/2024
1773,23576,01/01/2024
1773,23577,22/01/2024
1399,23578,27/01/2024
1399,23579,16/01/2024
1399,23580,16/01/2024
1399,23581,19/03/2024
1110,23582,14/01/2024
1393,23583,05/01/2024
1552,23584,15/01/2024
1552,23585,23/01/2024
1098,23586,20/01/2024
1098,23587,16/02/2024
1098,23588,12/03/2024
1098,23589,16/03/2024
1098,23590,27/03/2024
1174,23591,20/01/2024
1174,23592,25/01/2024
1174,23593,21/01/2024
1174,23594,13/01/2024
1174,23595,31/01/2024
1069,23596,22/02/2024
1069,23597,05/02/2024
1069,23598,23/01/2024
1069,23599,27/02/2024
1069,23600,26/02/2024
1069,23601,07/02/2024
1069,23602,06/01/2024
1069,23603,25/01/2024
1069,23604,16/03/2024
1069,23605,13/01/2024
1069,23606,14/03/2024
1069,23607,10/03/2024
1069,23608,25/02/2024
1397,23609,27/01/2024
1397,23610,22/02/2024
1397,23611,11/02/2024
1397,23612,15/01/2024
1397,23613,12/02/2024
1397,23614,17/03/2024
1397,23615,23/01/2024
1397,23616,03/03/2024
1397,23617,24/02/2024
1397,23618,23/02/2024
1397,23619,20/02/2024
1397,23620,18/02/2024
1397,23621,16/02/2024
1397,23622,10/01/2024
1397,23623,01/02/2024
1397,23624,25/03/2024
1397,23625,09/02/2024
1397,23626,11/02/2024
1397,23627,14/02/2024
1397,23628,22/03/2024
1397,23629,05/02/2024
1397,23630,28/03/2024
1397,23631,11/03/2024
1397,23632,11/03/2024
1397,23633,05/02/2024
1397,23634,18/03/2024
1397,23635,03/02/2024
1397,23636,04/03/2024
1397,23637,04/03/2024
1397,23638,21/01/2024
1397,23639,19/03/2024
1397,23640,10/03/2024
1397,23641,10/03/2024
1397,23642,24/01/2024
1397,23643,24/01/2024
1397,23644,05/03/2024
1397,23645,24/02/2024
1397,23646,08/03/2024
1397,23647,18/03/2024
1397,23648,07/03/2024
1397,23649,07/03/2024
1397,23650,27/02/2024
1397,23651,25/02/2024
1620,23652,18/01/2024
1620,23653,21/01/2024
1844,23654,27/01/2024
1844,23655,17/03/2024
1844,23656,10/02/2024
1844,23657,29/01/2024
1844,23658,18/03/2024
1844,23659,03/02/2024
1844,23660,21/01/2024
1844,23661,16/03/2024
1844,23662,10/03/2024
1583,23663,17/01/2024
1583,23664,17/01/2024
1009,23665,04/01/2024
1997,23666,04/03/2024
1997,23667,23/03/2024
1997,23668,25/03/2024
1997,23669,08/01/2024
1997,23670,04/02/2024
1997,23671,12/02/2024
1997,23672,12/03/2024
1866,23673,12/01/2024
1866,23674,14/03/2024
1866,23675,21/03/2024
1866,23676,21/03/2024
1866,23677,23/01/2024
1866,23678,10/01/2024
1866,23679,04/02/2024
1866,23680,26/02/2024
1866,23681,07/02/2024
1866,23682,19/02/2024
1866,23683,15/03/2024
1866,23684,01/03/2024
1866,23685,04/02/2024
1866,23686,07/01/2024
1866,23687,24/01/2024
1866,23688,07/01/2024
1866,23689,04/02/2024
1866,23690,03/02/2024
1866,23691,01/03/2024
1866,23692,10/02/2024
1866,23693,10/02/2024
1866,23694,08/03/2024
1866,23695,29/01/2024
1866,23696,26/03/2024
1845,23697,21/01/2024
1660,23698,04/03/2024
1660,23699,22/02/2024
1660,23700,23/02/2024
1660,23701,20/02/2024
1660,23702,02/02/2024
1660,23703,09/03/2024
1660,23704,13/03/2024
1660,23705,31/03/2024
1660,23706,11/02/2024
1660,23707,30/01/2024
1660,23708,30/01/2024
1660,23709,15/03/2024
1660,23710,23/01/2024
1660,23711,22/03/2024
1660,23712,17/02/2024
1660,23713,28/03/2024
1660,23714,05/03/2024
1660,23715,21/02/2024
1660,23716,14/02/2024
1660,23717,11/03/2024
1660,23718,02/03/2024
1660,23719,02/03/2024
1660,23720,02/03/2024
1660,23721,12/02/2024
1660,23722,20/02/2024
1660,23723,18/02/2024
1660,23724,25/02/2024
1660,23725,21/01/2024
1660,23726,16/03/2024
1660,23727,16/03/2024
1660,23728,24/01/2024
1660,23729,24/01/2024
1660,23730,30/03/2024
1660,23731,10/02/2024
1660,23732,24/03/2024
1660,23733,28/02/2024
1660,23734,19/03/2024
1660,23735,27/02/2024
1190,23736,15/01/2024
1190,23737,27/02/2024
1190,23738,05/02/2024
1190,23739,04/03/2024
1358,23740,19/02/2024
1358,23741,18/02/2024
1358,23742,26/02/2024
1358,23743,01/02/2024
1358,23744,11/02/2024
1358,23745,21/02/2024
1358,23746,14/02/2024
1358,23747,11/03/2024
1358,23748,31/01/2024
1358,23749,29/01/2024
1358,23750,11/03/2024
1898,23751,14/03/2024
1898,23752,22/02/2024
1898,23753,21/03/2024
1898,23754,21/03/2024
1898,23755,21/03/2024
1898,23756,04/03/2024
1898,23757,23/01/2024
1898,23758,24/03/2024
1898,23759,10/02/2024
1898,23760,31/03/2024
1898,23761,14/02/2024
1898,23762,13/02/2024
1898,23763,17/03/2024
1898,23764,17/03/2024
1898,23765,06/02/2024
1898,23766,20/03/2024
1898,23767,23/03/2024
1898,23768,19/03/2024
1898,23769,19/03/2024
1898,23770,01/03/2024
1898,23771,31/01/2024
1898,23772,04/01/2024
1898,23773,05/03/2024
1898,23774,10/02/2024
1898,23775,10/03/2024
1898,23776,15/03/2024
1898,23777,09/01/2024
1538,23778,21/03/2024
1538,23779,15/01/2024
1538,23780,24/02/2024
1538,23781,20/01/2024
1538,23782,06/03/2024
1538,23783,30/03/2024
1538,23784,06/01/2024
1538,23785,16/02/2024
1538,23786,25/01/2024
1538,23787,01/01/2024
1538,23788,11/03/2024
1538,23789,04/02/2024
1538,23790,13/01/2024
1538,23791,31/01/2024
1538,23792,04/01/2024
1538,23793,10/02/2024
1538,23794,24/03/2024
1372,23795,15/01/2024
1372,23796,19/01/2024
1122,23797,15/01/2024
1122,23798,11/02/2024
1122,23799,23/01/2024
1122,23800,06/01/2024
1122,23801,18/02/2024
1122,23802,13/01/2024
1122,23803,03/01/2024
1122,23804,08/02/2024
1122,23805,06/02/2024
1122,23806,26/02/2024
1122,23807,01/02/2024
1122,23808,17/02/2024
1122,23809,01/03/2024
1122,23810,24/01/2024
1122,23811,20/03/2024
1122,23812,09/01/2024
1122,23813,02/01/2024
1122,23814,21/01/2024
1122,23815,04/01/2024
1122,23816,10/02/2024
1122,23817,08/03/2024
1122,23818,19/03/2024
1122,23819,23/02/2024
1391,23820,28/01/2024
1391,23821,18/02/2024
1391,23822,21/01/2024
1391,23823,05/02/2024
1391,23824,17/02/2024
1391,23825,22/01/2024
1391,23826,24/01/2024
1391,23827,05/03/2024
1391,23828,07/01/2024
1391,23829,25/03/2024
1391,23830,12/02/2024
1391,23831,19/03/2024
1391,23832,28/01/2024
1379,23833,18/01/2024
1635,23834,18/01/2024
1635,23835,21/03/2024
1635,23836,04/03/2024
1635,23837,12/02/2024
1635,23838,28/02/2024
1635,23839,28/02/2024
1635,23840,17/03/2024
1635,23841,24/02/2024
1635,23842,23/01/2024
1635,23843,03/03/2024
1635,23844,06/01/2024
1635,23845,06/01/2024
1635,23846,24/03/2024
1635,23847,02/02/2024
1635,23848,10/02/2024
1635,23849,02/03/2024
1635,23850,13/01/2024
1635,23851,07/01/2024
1635,23852,01/02/2024
1635,23853,16/01/2024
1635,23854,08/02/2024
1635,23855,09/03/2024
1635,23856,09/02/2024
1635,23857,11/02/2024
1635,23858,29/03/2024
1635,23859,30/01/2024
1635,23860,15/03/2024
1635,23861,15/03/2024
1635,23862,20/01/2024
1635,23863,23/01/2024
1635,23864,11/01/2024
1635,23865,16/02/2024
1635,23866,05/03/2024
1635,23867,06/02/2024
1635,23868,07/01/2024
1635,23869,07/01/2024
1635,23870,21/02/2024
1635,23871,25/01/2024
1635,23872,01/01/2024
1635,23873,19/02/2024
1635,23874,19/02/2024
1635,23875,14/02/2024
1635,23876,20/03/2024
1635,23877,11/03/2024
1635,23878,04/02/2024
1635,23879,04/02/2024
1635,23880,05/02/2024
1635,23881,03/02/2024
1635,23882,23/03/2024
1635,23883,20/02/2024
1635,23884,10/01/2024
1635,23885,04/03/2024
1635,23886,04/03/2024
1635,23887,16/03/2024
1635,23888,12/03/2024
1635,23889,03/03/2024
1635,23890,03/03/2024
1635,23891,26/02/2024
1635,23892,08/02/2024
1635,23893,19/03/2024
1635,23894,03/01/2024
1635,23895,02/02/2024
1635,23896,26/01/2024
1635,23897,10/03/2024
1635,23898,10/03/2024
1635,23899,31/01/2024
1635,23900,12/03/2024
1635,23901,04/01/2024
1635,23902,30/03/2024
1635,23903,16/01/2024
1635,23904,26/03/2024
1635,23905,05/01/2024
1635,23906,31/01/2024
1635,23907,14/03/2024
1635,23908,24/02/2024
1635,23909,24/03/2024
1635,23910,08/01/2024
1635,23911,08/03/2024
1635,23912,18/03/2024
1635,23913,13/02/2024
1635,23914,28/02/2024
1635,23915,07/03/2024
1635,23916,29/01/2024
1635,23917,17/02/2024
1635,23918,19/03/2024
1635,23919,17/02/2024
1635,23920,27/01/2024
1635,23921,27/01/2024
1635,23922,17/02/2024
1635,23923,26/03/2024
1635,23924,26/03/2024
1635,23925,27/02/2024
1635,23926,25/02/2024
1383,23927,23/01/2024
1383,23928,16/01/2024
1383,23929,07/02/2024
1383,23930,02/01/2024
1383,23931,05/02/2024
1383,23932,06/01/2024
1383,23933,04/02/2024
1383,23934,05/01/2024
1383,23935,04/02/2024
1383,23936,07/01/2024
1383,23937,01/01/2024
1383,23938,08/02/2024
1383,23939,08/02/2024
1383,23940,24/01/2024
1383,23941,29/01/2024
1383,23942,27/01/2024
1383,23943,27/01/2024
1383,23944,27/01/2024
1560,23945,22/03/2024
1560,23946,19/01/2024
1560,23947,06/02/2024
1560,23948,13/01/2024
1560,23949,26/01/2024
1033,23950,23/01/2024
1033,23951,23/01/2024
1033,23952,16/02/2024
1033,23953,22/03/2024
1033,23954,16/02/2024
1033,23955,18/02/2024
1033,23956,29/01/2024
1385,23957,20/01/2024
1385,23958,06/01/2024
1385,23959,02/01/2024
1385,23960,24/01/2024
1385,23961,05/01/2024
1385,23962,09/01/2024
1130,23963,03/02/2024
1130,23964,23/03/2024
1130,23965,15/01/2024
1130,23966,04/03/2024
1130,23967,25/01/2024
1130,23968,29/01/2024
1130,23969,23/03/2024
1130,23970,15/02/2024
1130,23971,15/03/2024
1130,23972,22/03/2024
1130,23973,05/02/2024
1130,23974,01/03/2024
1130,23975,01/03/2024
1130,23976,14/01/2024
1130,23977,13/03/2024
1130,23978,07/01/2024
1130,23979,09/01/2024
1130,23980,18/02/2024
1130,23981,07/01/2024
1130,23982,21/01/2024
1130,23983,26/02/2024
1130,23984,03/01/2024
1130,23985,21/01/2024
1130,23986,18/03/2024
1130,23987,09/03/2024
1768,23988,18/01/2024
1768,23989,22/02/2024
1768,23990,28/02/2024
1768,23991,23/02/2024
1768,23992,17/01/2024
1768,23993,26/02/2024
1768,23994,25/01/2024
1768,23995,14/02/2024
1768,23996,19/03/2024
1768,23997,18/03/2024
1768,23998,29/01/2024
1859,23999,20/01/2024
1859,24000,24/03/2024
1859,24001,02/03/2024
1859,24002,26/02/2024
1859,24003,29/03/2024
1859,24004,15/03/2024
1859,24005,23/01/2024
1859,24006,23/01/2024
1859,24007,18/02/2024
1859,24008,20/02/2024
1859,24009,08/02/2024
1859,24010,04/01/2024
1859,24011,26/03/2024
1859,24012,31/01/2024
1859,24013,28/01/2024
1859,24014,23/02/2024
1859,24015,11/03/2024
1859,24016,27/02/2024
1761,24017,04/03/2024
1761,24018,31/03/2024
1761,24019,20/01/2024
1761,24020,06/03/2024
1761,24021,29/03/2024
1761,24022,07/02/2024
1761,24023,20/01/2024
1761,24024,17/03/2024
1761,24025,14/01/2024
1761,24026,22/01/2024
1761,24027,19/01/2024
1761,24028,20/03/2024
1761,24029,15/02/2024
1761,24030,18/03/2024
1761,24031,23/03/2024
1761,24032,04/03/2024
1761,24033,10/01/2024
1761,24034,31/01/2024
1761,24035,14/03/2024
1761,24036,28/01/2024
1761,24037,13/02/2024
1761,24038,17/02/2024
1761,24039,19/03/2024
1441,24040,31/03/2024
1441,24041,23/01/2024
1441,24042,19/01/2024
1441,24043,18/03/2024
1283,24044,20/01/2024
1283,24045,13/01/2024
1283,24046,17/01/2024
1283,24047,18/01/2024
1283,24048,13/01/2024
1813,24049,07/01/2024
1597,24050,18/01/2024
1597,24051,15/01/2024
1597,24052,14/03/2024
1597,24053,03/02/2024
1597,24054,14/01/2024
1597,24055,27/01/2024
1597,24056,11/02/2024
1597,24057,11/02/2024
1597,24058,11/02/2024
1597,24059,04/03/2024
1597,24060,04/03/2024
1597,24061,12/02/2024
1597,24062,12/02/2024
1597,24063,17/03/2024
1597,24064,31/03/2024
1597,24065,31/03/2024
1597,24066,21/02/2024
1597,24067,21/02/2024
1597,24068,20/01/2024
1597,24069,23/01/2024
1597,24070,06/01/2024
1597,24071,24/03/2024
